ip,port,round,start_time,end_time,response,country
74.70.172.68,502,3,2023/7/24 10:19:21,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
214.237.14.126,502,3,2023/7/24 10:19:21,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
78.151.106.184,502,3,2023/7/24 10:19:19,2023/7/24 10:19:22,java.net.SocketTimeoutException: connect timed out,China
176.142.166.187,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
86.54.94.33,502,3,2023/7/24 10:19:16,2023/7/24 10:19:22,java.net.SocketTimeoutException: Read timed out,China
155.13.158.179,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
44.158.51.190,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,SLAVE_DEVICE_FAILURE: Exception Code = 4,China
213.216.237.62,502,3,2023/7/24 10:19:20,2023/7/24 10:19:22,java.net.ConnectException: Connection refused: connect,China
208.126.127.92,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
190.148.106.19,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,successful,China
176.142.166.185,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
80.71.138.94,502,3,2023/7/24 10:19:19,2023/7/24 10:19:22,java.net.SocketTimeoutException: connect timed out,China
193.140.199.78,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,successful,China
217.210.12.173,502,3,2023/7/24 10:19:20,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
93.168.150.77,502,3,2023/7/24 10:19:20,2023/7/24 10:19:22,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
82.156.240.46,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,successful,China
155.13.158.183,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
176.142.164.38,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
130.66.5.72,502,3,2023/7/24 10:19:21,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
4.56.116.175,502,3,2023/7/24 10:19:19,2023/7/24 10:19:22,java.net.SocketTimeoutException: connect timed out,China
31.137.175.233,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
95.114.58.117,502,3,2023/7/24 10:19:22,2023/7/24 10:19:22,ILLEGAL_FUNCTION: Exception Code = 1,China
69.223.16.82,503,3,2023/7/24 10:19:19,2023/7/24 10:19:22,java.net.SocketTimeoutException: connect timed out,China
214.237.14.116,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
87.19.235.100,503,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
86.37.201.120,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
117.133.17.79,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.ConnectException: Connection refused: connect,China
94.31.34.191,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
110.37.11.132,502,3,2023/7/24 10:19:21,2023/7/24 10:19:23,successful,China
1.41.107.235,502,3,2023/7/24 10:19:19,2023/7/24 10:19:23,Maximum PDU size is reached. : 266,China
74.70.172.69,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
44.158.51.173,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,SLAVE_DEVICE_FAILURE: Exception Code = 4,China
190.148.106.18,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,successful,China
201.88.254.179,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
193.227.173.16,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_DATA_ADDRESS: Exception Code = 2,China
217.210.211.231,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
146.121.239.240,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
193.109.202.76,502,3,2023/7/24 10:19:17,2023/7/24 10:19:23,java.net.SocketTimeoutException: Read timed out,China
220.213.215.247,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
162.130.142.48,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
94.238.189.182,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
46.166.101.178,502,3,2023/7/24 10:19:19,2023/7/24 10:19:23,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
104.147.179.226,502,3,2023/7/24 10:19:18,2023/7/24 10:19:23,java.net.SocketTimeoutException: Read timed out,China
220.214.232.139,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
95.114.56.124,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
1.52.170.202,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
78.35.25.129,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
214.237.14.117,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
158.141.5.22,502,3,2023/7/24 10:19:18,2023/7/24 10:19:23,java.net.SocketTimeoutException: Read timed out,China
158.240.123.132,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
193.136.92.180,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
31.137.175.232,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
78.35.16.215,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
41.29.7.134,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
190.148.106.17,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,successful,China
110.108.227.59,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,successful,China
158.156.61.212,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
209.174.151.114,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
128.73.104.119,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
44.158.51.191,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
88.8.134.116,502,3,2023/7/24 10:19:22,2023/7/24 10:19:23,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
15.199.27.6,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.ConnectException: Connection refused: connect,China
95.247.215.222,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
209.174.151.207,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
158.142.126.141,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
93.71.149.142,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
86.93.88.220,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
140.25.199.137,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,successful,China
49.101.158.95,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
217.215.210.251,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
94.27.206.232,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,successful,China
74.70.161.10,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
122.41.178.82,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
110.163.62.205,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
177.184.168.168,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,Does not matches the function code : 3,China
74.70.45.89,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
104.235.166.5,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
44.120.17.235,502,3,2023/7/24 10:19:23,2023/7/24 10:19:23,ILLEGAL_FUNCTION: Exception Code = 1,China
95.178.85.95,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
119.117.127.179,502,3,2023/7/24 10:19:20,2023/7/24 10:19:23,java.net.SocketTimeoutException: connect timed out,China
214.237.14.115,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
193.140.188.34,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,successful,China
194.72.14.183,502,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
190.148.106.20,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,successful,China
177.184.168.169,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,Does not matches the function code : 3,China
143.117.253.96,502,3,2023/7/24 10:19:17,2023/7/24 10:19:24,java.net.SocketTimeoutException: Read timed out,China
95.121.244.202,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
1.21.159.147,502,3,2023/7/24 10:19:22,2023/7/24 10:19:24,java.net.SocketException: Connection reset,China
12.31.85.64,502,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
110.105.2.0,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,successful,China
87.2.180.172,502,3,2023/7/24 10:19:18,2023/7/24 10:19:24,java.net.SocketTimeoutException: Read timed out,China
44.158.51.172,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
158.164.163.230,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
31.137.146.210,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
130.56.101.203,502,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
217.215.210.229,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
44.178.153.149,502,3,2023/7/24 10:19:19,2023/7/24 10:19:24,Does not matches the function code : 3,China
81.115.107.239,503,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
177.184.189.84,502,3,2023/7/24 10:19:24,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
93.167.218.166,502,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
49.235.121.8,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,successful,China
16.229.46.76,502,3,2023/7/24 10:19:18,2023/7/24 10:19:24,java.net.SocketTimeoutException: Read timed out,China
92.204.31.195,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,"6 bytes expected, but 0 received.",China
104.235.163.198,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
77.218.65.228,502,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
51.249.169.176,502,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
104.24.250.174,502,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
214.237.14.113,502,3,2023/7/24 10:19:24,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
96.222.51.33,502,3,2023/7/24 10:19:18,2023/7/24 10:19:24,java.net.SocketTimeoutException: Read timed out,China
193.140.182.51,502,3,2023/7/24 10:19:24,2023/7/24 10:19:24,successful,China
110.105.2.191,502,3,2023/7/24 10:19:24,2023/7/24 10:19:24,successful,China
51.8.144.19,502,3,2023/7/24 10:19:24,2023/7/24 10:19:24,successful,China
158.146.85.107,502,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
95.120.178.57,502,3,2023/7/24 10:19:24,2023/7/24 10:19:24,successful,China
49.82.162.65,502,3,2023/7/24 10:19:19,2023/7/24 10:19:24,java.net.SocketTimeoutException: Read timed out,China
79.211.180.237,502,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
158.164.220.212,502,3,2023/7/24 10:19:24,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
44.158.204.54,502,3,2023/7/24 10:19:24,2023/7/24 10:19:24,successful,China
88.8.143.175,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
81.115.109.237,502,3,2023/7/24 10:19:19,2023/7/24 10:19:24,java.net.SocketTimeoutException: Read timed out,China
145.182.216.222,502,3,2023/7/24 10:19:21,2023/7/24 10:19:24,java.net.SocketTimeoutException: connect timed out,China
51.8.207.158,502,3,2023/7/24 10:19:24,2023/7/24 10:19:24,ILLEGAL_FUNCTION: Exception Code = 1,China
136.152.238.52,502,3,2023/7/24 10:19:19,2023/7/24 10:19:24,java.net.SocketTimeoutException: Read timed out,China
74.70.160.171,502,3,2023/7/24 10:19:23,2023/7/24 10:19:24,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
82.180.105.49,502,3,2023/7/24 10:19:22,2023/7/24 10:19:24,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
44.120.17.213,502,3,2023/7/24 10:19:23,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
214.237.14.132,502,3,2023/7/24 10:19:24,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
216.145.240.206,502,3,2023/7/24 10:19:22,2023/7/24 10:19:25,java.net.SocketTimeoutException: connect timed out,China
213.194.148.135,502,3,2023/7/24 10:19:22,2023/7/24 10:19:25,java.net.ConnectException: Connection refused: connect,China
193.140.168.152,502,3,2023/7/24 10:19:24,2023/7/24 10:19:25,Does not matches the slave address : 0,China
51.8.210.131,502,3,2023/7/24 10:19:24,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
77.244.225.1,502,3,2023/7/24 10:19:24,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
51.9.12.201,502,3,2023/7/24 10:19:25,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
95.247.192.49,502,3,2023/7/24 10:19:24,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
85.163.129.211,502,3,2023/7/24 10:19:22,2023/7/24 10:19:25,java.net.SocketTimeoutException: connect timed out,China
49.235.46.55,502,3,2023/7/24 10:19:24,2023/7/24 10:19:25,successful,China
84.27.179.77,502,3,2023/7/24 10:19:22,2023/7/24 10:19:25,java.net.SocketTimeoutException: connect timed out,China
44.158.204.55,502,3,2023/7/24 10:19:24,2023/7/24 10:19:25,successful,China
158.164.220.215,502,3,2023/7/24 10:19:24,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
215.224.161.132,502,3,2023/7/24 10:19:20,2023/7/24 10:19:25,java.net.SocketTimeoutException: Read timed out,China
51.9.215.6,502,3,2023/7/24 10:19:25,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
44.158.249.151,503,3,2023/7/24 10:19:19,2023/7/24 10:19:25,java.net.SocketTimeoutException: Read timed out,China
208.126.112.27,502,3,2023/7/24 10:19:22,2023/7/24 10:19:25,java.net.SocketTimeoutException: connect timed out,China
193.140.164.60,503,3,2023/7/24 10:19:25,2023/7/24 10:19:25,successful,China
51.9.209.90,502,3,2023/7/24 10:19:25,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
80.18.178.131,502,3,2023/7/24 10:19:22,2023/7/24 10:19:25,java.net.SocketTimeoutException: connect timed out,China
137.53.8.33,502,3,2023/7/24 10:19:19,2023/7/24 10:19:25,java.net.SocketTimeoutException: Read timed out,China
95.247.51.98,502,3,2023/7/24 10:19:25,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
217.98.130.135,502,3,2023/7/24 10:19:25,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
51.9.136.177,502,3,2023/7/24 10:19:25,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
176.143.5.118,502,3,2023/7/24 10:19:22,2023/7/24 10:19:25,java.net.SocketTimeoutException: connect timed out,China
4.56.116.169,502,3,2023/7/24 10:19:22,2023/7/24 10:19:25,java.net.SocketTimeoutException: connect timed out,China
34.106.123.200,503,3,2023/7/24 10:19:20,2023/7/24 10:19:25,java.net.SocketTimeoutException: Read timed out,China
95.240.86.187,502,3,2023/7/24 10:19:20,2023/7/24 10:19:25,java.net.SocketTimeoutException: Read timed out,China
208.126.99.147,502,3,2023/7/24 10:19:25,2023/7/24 10:19:25,ILLEGAL_FUNCTION: Exception Code = 1,China
69.223.16.83,502,3,2023/7/24 10:19:22,2023/7/24 10:19:25,java.net.SocketTimeoutException: connect timed out,China
172.66.152.187,502,3,2023/7/24 10:19:20,2023/7/24 10:19:25,java.net.SocketTimeoutException: Read timed out,China
89.148.101.8,502,3,2023/7/24 10:19:20,2023/7/24 10:19:25,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
214.252.5.196,502,3,2023/7/24 10:19:25,2023/7/24 10:19:25,successful,China
44.158.39.56,502,3,2023/7/24 10:19:24,2023/7/24 10:19:25,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
49.235.120.92,502,3,2023/7/24 10:19:25,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
87.19.209.7,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
78.2.137.247,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
84.16.61.190,502,3,2023/7/24 10:19:25,2023/7/24 10:19:26,successful,China
116.49.120.148,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
88.8.142.218,502,3,2023/7/24 10:19:24,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
1.132.182.113,502,3,2023/7/24 10:19:22,2023/7/24 10:19:26,Does not matches the function code : 3,China
208.122.160.53,502,3,2023/7/24 10:19:25,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
176.138.192.117,502,3,2023/7/24 10:19:25,2023/7/24 10:19:26,Collision: does not matches the transaction id,China
146.122.14.58,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
192.175.142.180,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
82.180.105.48,502,3,2023/7/24 10:19:24,2023/7/24 10:19:26,ILLEGAL_DATA_ADDRESS: Exception Code = 2,China
44.158.204.113,502,3,2023/7/24 10:19:25,2023/7/24 10:19:26,successful,China
155.13.103.239,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
69.132.97.215,503,3,2023/7/24 10:19:25,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
176.138.201.215,502,3,2023/7/24 10:19:26,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
220.213.215.127,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
1.52.160.229,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
158.240.123.133,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
158.144.220.103,502,3,2023/7/24 10:19:21,2023/7/24 10:19:26,java.net.SocketTimeoutException: Read timed out,China
34.106.119.112,502,3,2023/7/24 10:19:25,2023/7/24 10:19:26,successful,China
44.48.58.205,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
158.145.116.118,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
23.109.131.19,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
128.73.104.121,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
140.25.239.126,503,3,2023/7/24 10:19:23,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
1.41.114.83,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,Does not matches the slave address : 0,China
155.13.103.235,502,3,2023/7/24 10:19:26,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
158.142.126.133,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
44.222.32.12,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
95.247.142.149,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
44.156.128.81,502,3,2023/7/24 10:19:26,2023/7/24 10:19:26,ILLEGAL_DATA_ADDRESS: Exception Code = 2,China
49.235.207.74,502,3,2023/7/24 10:19:26,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
85.54.71.209,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
193.140.23.220,502,3,2023/7/24 10:19:25,2023/7/24 10:19:26,Collision: does not matches the transaction id,China
88.8.154.102,502,3,2023/7/24 10:19:20,2023/7/24 10:19:26,java.net.SocketTimeoutException: Read timed out,China
84.24.227.222,502,3,2023/7/24 10:19:26,2023/7/24 10:19:26,GATEWAY_PATH_UNAVAILABLE: Exception Code = 10,China
94.27.206.235,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
220.214.249.131,502,3,2023/7/24 10:19:26,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
94.65.223.240,502,3,2023/7/24 10:19:21,2023/7/24 10:19:26,java.net.SocketTimeoutException: Read timed out,China
158.144.103.36,502,3,2023/7/24 10:19:21,2023/7/24 10:19:26,java.net.SocketTimeoutException: Read timed out,China
176.138.187.225,502,3,2023/7/24 10:19:26,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
109.20.67.140,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
78.35.22.208,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
155.13.103.203,502,3,2023/7/24 10:19:26,2023/7/24 10:19:26,ILLEGAL_FUNCTION: Exception Code = 1,China
94.215.145.89,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
118.48.26.58,502,3,2023/7/24 10:19:23,2023/7/24 10:19:26,java.net.SocketTimeoutException: connect timed out,China
44.158.204.140,502,3,2023/7/24 10:19:26,2023/7/24 10:19:26,successful,China
194.72.14.186,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
190.27.9.109,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
193.138.209.42,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
74.70.160.196,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
155.13.103.238,502,3,2023/7/24 10:19:26,2023/7/24 10:19:27,ILLEGAL_FUNCTION: Exception Code = 1,China
119.147.106.243,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
1.41.165.119,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
31.137.146.93,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
130.56.101.165,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
104.144.66.191,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
193.140.20.138,502,3,2023/7/24 10:19:26,2023/7/24 10:19:27,successful,China
177.184.122.153,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
93.192.46.113,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
49.235.207.76,502,3,2023/7/24 10:19:26,2023/7/24 10:19:27,ILLEGAL_FUNCTION: Exception Code = 1,China
84.10.0.27,502,3,2023/7/24 10:19:26,2023/7/24 10:19:27,ILLEGAL_FUNCTION: Exception Code = 1,China
118.13.51.12,502,3,2023/7/24 10:19:26,2023/7/24 10:19:27,the PDU length is less than the minimum expected. : 0,China
44.156.138.250,502,3,2023/7/24 10:19:26,2023/7/24 10:19:27,ILLEGAL_DATA_ADDRESS: Exception Code = 2,China
49.42.70.238,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
88.8.141.24,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
145.182.163.74,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
155.13.65.166,502,3,2023/7/24 10:19:27,2023/7/24 10:19:27,ILLEGAL_FUNCTION: Exception Code = 1,China
95.235.0.101,502,3,2023/7/24 10:19:25,2023/7/24 10:19:27,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
110.98.52.228,502,3,2023/7/24 10:19:24,2023/7/24 10:19:27,java.net.SocketTimeoutException: connect timed out,China
177.184.198.195,502,3,2023/7/24 10:19:27,2023/7/24 10:19:27,ILLEGAL_FUNCTION: Exception Code = 1,China
