ip,port,round,start_time,end_time,response,country
44.20.168.160,502,3,2023/7/24 10:20:43,2023/7/24 10:20:46,java.net.SocketTimeoutException: connect timed out,China
173.4.129.159,502,3,2023/7/24 10:20:43,2023/7/24 10:20:46,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
195.73.196.9,503,3,2023/7/24 10:20:46,2023/7/24 10:20:46,ILLEGAL_FUNCTION: Exception Code = 1,China
88.8.154.38,502,3,2023/7/24 10:20:44,2023/7/24 10:20:46,GATEWAY_PATH_UNAVAILABLE: Exception Code = 10,China
66.185.90.69,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
89.50.253.92,503,3,2023/7/24 10:20:44,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
95.178.85.84,502,3,2023/7/24 10:20:46,2023/7/24 10:20:47,successful,China
34.126.56.189,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
217.65.167.124,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
217.65.234.198,502,3,2023/7/24 10:20:46,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
181.123.13.164,502,3,2023/7/24 10:20:46,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
158.132.69.202,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
95.244.109.2,502,3,2023/7/24 10:20:46,2023/7/24 10:20:47,successful,China
201.144.39.227,502,3,2023/7/24 10:20:45,2023/7/24 10:20:47,"6 bytes expected, but 0 received.",China
200.178.137.191,502,3,2023/7/24 10:20:41,2023/7/24 10:20:47,java.net.SocketTimeoutException: Read timed out,China
129.193.143.145,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
137.92.91.62,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
130.56.133.6,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
80.181.19.31,503,3,2023/7/24 10:20:41,2023/7/24 10:20:47,java.net.SocketTimeoutException: Read timed out,China
108.212.15.81,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
44.227.2.53,502,3,2023/7/24 10:20:46,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
121.58.178.80,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
86.54.94.9,502,3,2023/7/24 10:20:41,2023/7/24 10:20:47,java.net.SocketTimeoutException: Read timed out,China
178.170.54.107,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
108.212.15.236,502,3,2023/7/24 10:20:47,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
202.13.186.123,502,3,2023/7/24 10:20:47,2023/7/24 10:20:47,SLAVE_DEVICE_FAILURE: Exception Code = 4,China
195.106.29.142,502,3,2023/7/24 10:20:46,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
88.8.167.2,502,3,2023/7/24 10:20:41,2023/7/24 10:20:47,java.net.SocketTimeoutException: Read timed out,China
158.232.50.22,502,3,2023/7/24 10:20:45,2023/7/24 10:20:47,successful,China
1.41.80.247,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
108.212.15.238,502,3,2023/7/24 10:20:47,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
95.178.85.92,502,3,2023/7/24 10:20:47,2023/7/24 10:20:47,successful,China
1.52.149.111,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
1.52.170.37,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
85.164.34.93,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
108.212.15.237,502,3,2023/7/24 10:20:47,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
214.1.11.71,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
95.244.124.104,502,3,2023/7/24 10:20:47,2023/7/24 10:20:47,successful,China
128.25.52.68,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
181.123.20.143,502,3,2023/7/24 10:20:47,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
127.101.136.193,502,3,2023/7/24 10:20:47,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
113.204.212.104,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
34.126.56.188,502,3,2023/7/24 10:20:47,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
87.2.184.155,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
1.132.143.147,502,3,2023/7/24 10:20:45,2023/7/24 10:20:47,ILLEGAL_FUNCTION: Exception Code = 1,China
214.31.185.76,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
213.21.86.128,502,3,2023/7/24 10:20:47,2023/7/24 10:20:47,"6 bytes expected, but 0 received.",China
140.3.209.137,502,3,2023/7/24 10:20:44,2023/7/24 10:20:47,java.net.SocketTimeoutException: connect timed out,China
143.3.100.132,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
127.252.192.119,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,ILLEGAL_FUNCTION: Exception Code = 1,China
158.146.96.15,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
89.22.173.93,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,successful,China
80.164.68.105,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,ILLEGAL_FUNCTION: Exception Code = 1,China
195.101.125.128,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
49.189.183.132,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
87.2.174.164,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
129.91.162.11,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,ILLEGAL_DATA_VALUE: Exception Code = 3,China
95.178.85.93,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,successful,China
96.246.87.230,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
76.125.115.143,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
158.146.106.87,502,3,2023/7/24 10:20:42,2023/7/24 10:20:48,java.net.SocketTimeoutException: Read timed out,China
94.31.117.200,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
61.86.235.45,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
95.244.125.164,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,successful,China
127.252.168.55,502,3,2023/7/24 10:20:48,2023/7/24 10:20:48,ILLEGAL_FUNCTION: Exception Code = 1,China
140.123.145.104,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
158.232.50.16,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,successful,China
93.102.157.39,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
101.229.216.251,502,3,2023/7/24 10:20:48,2023/7/24 10:20:48,Does not matches the function code : 3,China
158.132.174.5,503,3,2023/7/24 10:20:42,2023/7/24 10:20:48,java.net.SocketTimeoutException: Read timed out,China
44.224.96.104,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
75.180.130.28,502,3,2023/7/24 10:20:43,2023/7/24 10:20:48,java.net.SocketTimeoutException: Read timed out,China
181.123.20.139,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,ILLEGAL_FUNCTION: Exception Code = 1,China
158.243.127.236,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
95.247.38.163,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
158.189.116.57,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
214.24.235.134,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,successful,China
34.126.56.182,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,ILLEGAL_FUNCTION: Exception Code = 1,China
48.5.48.19,502,3,2023/7/24 10:20:48,2023/7/24 10:20:48,ILLEGAL_FUNCTION: Exception Code = 1,China
1.52.145.18,502,3,2023/7/24 10:20:47,2023/7/24 10:20:48,successful,China
130.56.254.16,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
168.163.33.146,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
95.178.85.97,502,3,2023/7/24 10:20:48,2023/7/24 10:20:48,successful,China
202.113.139.236,502,3,2023/7/24 10:20:43,2023/7/24 10:20:48,java.net.SocketTimeoutException: Read timed out,China
140.40.6.97,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
195.106.29.187,502,3,2023/7/24 10:20:48,2023/7/24 10:20:48,ILLEGAL_FUNCTION: Exception Code = 1,China
86.140.251.126,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
137.53.126.233,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
6.28.134.231,502,3,2023/7/24 10:20:46,2023/7/24 10:20:48,java.net.ConnectException: Connection refused: connect,China
95.244.233.175,503,3,2023/7/24 10:20:48,2023/7/24 10:20:48,successful,China
220.213.215.88,502,3,2023/7/24 10:20:45,2023/7/24 10:20:48,java.net.SocketTimeoutException: connect timed out,China
140.123.169.240,502,3,2023/7/24 10:20:48,2023/7/24 10:20:48,successful,China
1.52.170.95,502,3,2023/7/24 10:20:47,2023/7/24 10:20:49,"6 bytes expected, but 0 received.",China
94.215.136.226,502,3,2023/7/24 10:20:45,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
217.71.13.157,503,3,2023/7/24 10:20:47,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
76.124.17.101,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,successful,China
96.222.56.97,502,3,2023/7/24 10:20:43,2023/7/24 10:20:49,java.net.SocketTimeoutException: Read timed out,China
96.222.53.157,502,3,2023/7/24 10:20:43,2023/7/24 10:20:49,java.net.SocketTimeoutException: Read timed out,China
176.31.128.41,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
94.20.15.24,503,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
135.158.228.50,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
44.216.2.140,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
129.91.162.121,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,ILLEGAL_DATA_VALUE: Exception Code = 3,China
140.3.212.22,502,3,2023/7/24 10:20:47,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
181.123.18.36,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
146.97.118.117,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
34.126.56.191,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
209.174.151.10,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
1.52.147.85,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
137.14.110.42,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
209.174.151.9,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,successful,China
162.65.147.43,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
95.244.115.58,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,successful,China
66.185.53.51,502,3,2023/7/24 10:20:47,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
140.123.177.68,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,successful,China
217.71.12.78,503,3,2023/7/24 10:20:47,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
16.226.203.89,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
216.247.57.42,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
34.198.222.141,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
158.142.164.29,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
158.232.50.20,502,3,2023/7/24 10:20:48,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
96.222.22.22,502,3,2023/7/24 10:20:44,2023/7/24 10:20:49,java.net.SocketTimeoutException: Read timed out,China
1.52.218.181,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
87.2.190.155,503,3,2023/7/24 10:20:47,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
76.219.178.148,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
94.36.109.244,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,UNKNOWN_EXCEPTION: Exception Code = 256,China
217.48.161.123,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
146.97.108.226,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
134.92.91.150,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
193.227.173.176,502,3,2023/7/24 10:20:44,2023/7/24 10:20:49,java.net.SocketTimeoutException: Read timed out,China
94.65.223.50,502,3,2023/7/24 10:20:43,2023/7/24 10:20:49,java.net.SocketTimeoutException: Read timed out,China
129.91.162.30,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,ILLEGAL_DATA_VALUE: Exception Code = 3,China
88.8.154.40,502,3,2023/7/24 10:20:46,2023/7/24 10:20:49,java.net.SocketTimeoutException: connect timed out,China
181.123.25.219,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
137.19.235.120,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,ILLEGAL_FUNCTION: Exception Code = 1,China
140.118.198.147,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,UNKNOWN_EXCEPTION: Exception Code = 256,China
140.3.27.87,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,successful,China
95.244.236.245,502,3,2023/7/24 10:20:49,2023/7/24 10:20:49,successful,China
34.126.56.193,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
66.185.22.115,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
1.52.145.62,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
16.226.208.198,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
34.158.159.114,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
158.142.72.239,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
81.115.109.101,502,3,2023/7/24 10:20:44,2023/7/24 10:20:50,java.net.SocketTimeoutException: Read timed out,China
216.184.146.67,502,3,2023/7/24 10:20:44,2023/7/24 10:20:50,java.net.SocketTimeoutException: Read timed out,China
92.40.117.160,502,3,2023/7/24 10:20:45,2023/7/24 10:20:50,SLAVE_DEVICE_FAILURE: Exception Code = 4,China
200.56.175.152,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
1.52.218.177,503,3,2023/7/24 10:20:49,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
140.120.197.69,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
130.109.137.145,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
222.101.18.189,502,3,2023/7/24 10:20:48,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
94.208.3.4,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
173.4.129.158,502,3,2023/7/24 10:20:46,2023/7/24 10:20:50,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
121.58.178.76,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
140.118.198.146,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,UNKNOWN_EXCEPTION: Exception Code = 256,China
1.41.80.246,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,successful,China
202.169.4.18,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
95.244.217.241,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,successful,China
44.216.166.107,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
214.41.150.186,502,3,2023/7/24 10:20:43,2023/7/24 10:20:50,java.net.SocketTimeoutException: Read timed out,China
1.52.171.44,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,successful,China
65.197.55.54,502,3,2023/7/24 10:20:50,2023/7/24 10:20:50,GATEWAY_PATH_UNAVAILABLE: Exception Code = 10,China
85.164.34.37,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
52.123.2.120,502,3,2023/7/24 10:20:45,2023/7/24 10:20:50,java.net.SocketTimeoutException: Read timed out,China
94.65.223.219,502,3,2023/7/24 10:20:45,2023/7/24 10:20:50,java.net.SocketTimeoutException: Read timed out,China
34.126.56.190,502,3,2023/7/24 10:20:50,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
128.103.185.73,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
129.91.162.61,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,ILLEGAL_DATA_VALUE: Exception Code = 3,China
113.204.212.111,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
202.42.120.75,502,3,2023/7/24 10:20:50,2023/7/24 10:20:50,Does not matches the function code : 3,China
44.158.212.21,503,3,2023/7/24 10:20:45,2023/7/24 10:20:50,java.net.SocketTimeoutException: Read timed out,China
205.205.10.103,502,3,2023/7/24 10:20:50,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
1.132.152.137,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
134.92.91.151,502,3,2023/7/24 10:20:49,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
216.206.166.141,502,3,2023/7/24 10:20:50,2023/7/24 10:20:50,ILLEGAL_FUNCTION: Exception Code = 1,China
208.121.87.158,502,3,2023/7/24 10:20:47,2023/7/24 10:20:50,java.net.SocketTimeoutException: connect timed out,China
140.119.83.14,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
143.3.100.105,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
95.244.209.151,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,successful,China
158.146.96.5,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
87.2.188.189,502,3,2023/7/24 10:20:49,2023/7/24 10:20:51,successful,China
81.108.49.74,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
214.187.153.220,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
65.229.78.251,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
137.187.10.172,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
87.2.174.167,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
44.213.29.223,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,successful,China
194.188.85.32,502,3,2023/7/24 10:20:45,2023/7/24 10:20:51,java.net.SocketTimeoutException: Read timed out,China
1.52.218.173,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
1.52.219.94,503,3,2023/7/24 10:20:50,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
94.26.100.150,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
61.86.235.13,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
127.187.227.249,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
6.28.188.4,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.ConnectException: Connection refused: connect,China
200.56.175.167,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
109.173.237.24,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
108.194.196.218,502,3,2023/7/24 10:20:51,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
75.61.99.12,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
34.126.56.192,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
216.48.149.1,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,successful,China
146.121.226.20,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
94.230.96.14,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,successful,China
205.207.52.25,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
95.247.34.223,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
146.97.78.62,502,3,2023/7/24 10:20:49,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
145.182.88.207,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
214.24.235.133,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
6.28.188.5,502,3,2023/7/24 10:20:51,2023/7/24 10:20:51,Does not matches the function code : 3,China
129.91.162.89,502,3,2023/7/24 10:20:50,2023/7/24 10:20:51,ILLEGAL_DATA_VALUE: Exception Code = 3,China
83.198.35.129,502,3,2023/7/24 10:20:46,2023/7/24 10:20:51,java.net.SocketTimeoutException: Read timed out,China
108.185.249.106,502,3,2023/7/24 10:20:51,2023/7/24 10:20:51,ILLEGAL_DATA_ADDRESS: Exception Code = 2,China
49.20.234.220,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
130.56.254.30,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
168.163.33.124,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
140.40.6.64,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
95.178.91.161,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
65.229.247.184,502,3,2023/7/24 10:20:51,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
195.106.29.175,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
6.25.90.96,502,3,2023/7/24 10:20:51,2023/7/24 10:20:51,Does not matches the function code : 3,China
44.214.84.129,502,3,2023/7/24 10:20:51,2023/7/24 10:20:51,ILLEGAL_FUNCTION: Exception Code = 1,China
86.93.88.187,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
137.70.153.139,502,3,2023/7/24 10:20:48,2023/7/24 10:20:51,java.net.SocketTimeoutException: connect timed out,China
129.117.88.125,502,3,2023/7/24 10:20:46,2023/7/24 10:20:51,java.net.SocketTimeoutException: Read timed out,China
127.164.126.225,502,3,2023/7/24 10:20:51,2023/7/24 10:20:51,the PDU length is less than the minimum expected. : 0,China
215.255.58.224,502,3,2023/7/24 10:20:49,2023/7/24 10:20:52,java.net.SocketTimeoutException: connect timed out,China
92.152.246.136,502,3,2023/7/24 10:20:49,2023/7/24 10:20:52,java.net.SocketTimeoutException: connect timed out,China
98.49.5.91,502,3,2023/7/24 10:20:49,2023/7/24 10:20:52,java.net.SocketTimeoutException: connect timed out,China
95.247.6.159,502,3,2023/7/24 10:20:51,2023/7/24 10:20:52,successful,China
177.238.219.139,502,3,2023/7/24 10:20:49,2023/7/24 10:20:52,java.net.SocketTimeoutException: connect timed out,China
88.8.154.41,502,3,2023/7/24 10:20:49,2023/7/24 10:20:52,GATEWAY_TARGET_DEVICE_FAILED_TO_RESPOND: Exception Code = 11,China
140.115.200.62,502,3,2023/7/24 10:20:51,2023/7/24 10:20:52,successful,China
49.229.200.160,502,3,2023/7/24 10:20:51,2023/7/24 10:20:52,ILLEGAL_FUNCTION: Exception Code = 1,China
146.100.169.48,502,3,2023/7/24 10:20:51,2023/7/24 10:20:52,ILLEGAL_FUNCTION: Exception Code = 1,China
