src_addr,dst_addr,src_num_port,dst_num_port,src_num_packet,dst_num_packet,src_num_byte,dst_num_byte,src_size_min_packet,src_size_max_packet,src_size_mean_packet,src_size_stddev_packet,dst_size_min_packet,dst_size_max_packet,dst_size_mean_packet,dst_size_stddev_packet,src_time_min_packet,src_time_max_packet,src_time_mean_packet,src_time_stddev_packet,dst_time_min_packet,dst_time_max_packet,dst_time_mean_packet,dst_time_stddev_packet,read_times,read_num_location,read_length_location,write_times,write_num_location,write_length_location,ilrt,IP_addr,vendor,model,label,label_code
192.168.158.111,121.58.178.117,1,1,4,3,183,230,40,52,45.75,5.76,40,146,76.67,49.05,0.033,0.061,0.044,0.012,0.038,0.093,0.066,0.028,1,0,0,0,0,0,0,121.58.178.117,TELEMECANIQUE,PLC:TWDLCAE40DRF,Schneider,10
192.168.158.111,194.105.77.90,1,1,4,4,183,177,40,52,45.75,5.76,40,49,44.25,4.26,0,0.27,0.179,0.126,0,0.27,0.18,0.127,1,0,0,0,0,0,0,194.105.77.90,Rockwell Automation/Allen-Bradley,PLC:180,Rockwell,8
192.168.158.111,4.137.162.209,1,1,5,3,223,148,40,52,44.6,5.64,40,64,49.33,10.5,0,0.792,0.356,0.283,0.312,1.102,0.707,0.395,1,0,0,0,0,0,0,4.137.162.209,AB Regin,:,Regin,7
192.168.158.111,44.158.192.199,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54,22,0,0.546,0.359,0.254,0.043,0.546,0.361,0.226,1,0,0,0,0,0,0,44.158.192.199,Schneider Electric,PLC:TM221CE40T,Schneider,10
192.168.158.111,1.41.99.23,1,1,2,0,104,0,52,52,52,0,0,0,0,0,1.012,1.012,1.012,0,0,0,0,0,0,0,0,0,0,0,-1,1.41.99.23,Schneider Electric,PLC:BMX P34 2020,Schneider,10
192.168.158.111,94.27.202.61,1,1,4,3,183,148,40,52,45.75,5.76,40,64,49.33,10.5,0,0.313,0.208,0.147,0.311,0.313,0.312,0.001,1,0,0,0,0,0,0,94.27.202.61,AB Regin,:,Regin,7
192.168.158.111,193.163.82.2,1,1,5,4,223,181,40,52,44.6,5.64,40,52,45.25,5.36,0,0.559,0.389,0.227,0.025,0.5,0.333,0.218,0,0,0,0,0,0,-1,193.163.82.2,Schneider Electric,Power Meter:PM5111,Schneider,10
192.168.158.111,93.119.38.150,1,1,4,4,183,268,40,52,45.75,5.76,40,144,67,44.49,0,0.371,0.218,0.158,0.001,0.371,0.214,0.156,1,0,0,0,0,0,0,93.119.38.150,TELEMECANIQUE,PLC:TWDLMDA20DRT,Schneider,10
192.168.158.111,4.137.162.213,1,1,4,3,183,148,40,52,45.75,5.76,40,64,49.33,10.5,0,0.307,0.205,0.145,0.307,0.307,0.307,0,1,0,0,0,0,0,0,4.137.162.213,AB Regin,:,Regin,7
192.168.158.111,94.27.203.137,1,1,4,3,183,148,40,52,45.75,5.76,40,64,49.33,10.5,0,0.318,0.212,0.15,0.317,0.319,0.318,0.001,1,0,0,0,0,0,0,94.27.203.137,AB Regin,:,Regin,7
192.168.158.111,214.80.216.121,1,1,4,3,183,148,40,52,45.75,5.76,40,64,49.33,10.5,0,0.309,0.206,0.145,0.308,0.308,0.308,0,1,0,0,0,0,0,0,214.80.216.121,AB Regin,:,Regin,7
192.168.158.111,95.246.159.81,1,1,3,0,156,0,52,52,52,0,0,0,0,0,1.009,2.003,1.506,0.497,0,0,0,0,0,0,0,0,0,0,-1,95.246.159.81,Schneider Electric,PLC:BMX P34 2020,Schneider,10
192.168.158.111,94.68.23.17,1,1,5,4,223,222,40,52,44.6,5.64,40,90,55.5,20.51,0,0.354,0.255,0.148,0,0.354,0.229,0.162,1,0,0,0,0,0,0,94.68.23.17,Schneider Electric,Power Meter:PM5561,Schneider,10
192.168.158.111,44.158.195.50,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54,22,0,0.475,0.268,0.199,0,0.33,0.217,0.153,1,0,0,0,0,0,0,44.158.195.50,Schneider Electric,PLC:TM221CE40R,Schneider,10
192.168.158.111,193.138.162.144,1,1,5,6,223,300,40,52,44.6,5.64,40,96,50,20.62,0,0.311,0.214,0.124,0,0.311,0.17,0.139,0,0,0,0,0,0,-1,193.138.162.144,Schneider Electric,PLC:BMX P34 2020,Schneider,10
192.168.158.111,93.171.48.147,1,1,3,0,156,0,52,52,52,0,0,0,0,0,1.001,2.011,1.506,0.505,0,0,0,0,0,0,0,0,0,0,-1,93.171.48.147,Schneider Electric,Communication Module:BMX NOE 0100,Schneider,10
192.168.158.111,44.158.205.238,1,1,4,4,183,216,40,52,45.75,5.76,40,92,54,22,0,0.5,0.327,0.231,0.02,0.501,0.341,0.227,1,0,0,0,0,0,0,44.158.205.238,Schneider Electric,PLC:TM221CE40R,Schneider,10
192.168.158.111,214.80.218.59,1,1,2,0,104,0,52,52,52,0,0,0,0,0,1.006,1.006,1.006,0,0,0,0,0,0,0,0,0,0,0,-1,214.80.218.59,AB Regin,:,Regin,7
192.168.158.111,88.186.52.149,1,1,3,0,156,0,52,52,52,0,0,0,0,0,1.004,2.007,1.505,0.502,0,0,0,0,0,0,0,0,0,0,-1,88.186.52.149,AB Regin,:,Regin,7
192.168.158.111,68.98.123.225,1,1,2,0,104,0,52,52,52,0,0,0,0,0,1.012,1.012,1.012,0,0,0,0,0,0,0,0,0,0,0,-1,68.98.123.225,Schneider Electric,PLC:BMX P34 2020,Schneider,10
192.168.158.111,193.136.71.34,1,1,5,6,223,296,40,52,44.6,5.64,40,96,49.33,20.87,0,0.316,0.223,0.129,0,0.316,0.178,0.137,1,0,0,0,0,0,0,193.136.71.34,Schneider Electric,PLC:BMX P34 2020,Schneider,10
192.168.158.111,104.147.235.121,1,1,5,4,223,321,40,52,44.6,5.64,40,193,80.25,65.18,0,0.232,0.172,0.099,0.003,0.232,0.154,0.107,1,0,0,0,0,0,0,104.147.235.121,Schneider Electric,HMI:HMIS5T,Schneider,10
192.168.158.111,95.246.157.62,1,1,2,0,104,0,52,52,52,0,0,0,0,0,1.007,1.007,1.007,0,0,0,0,0,0,0,0,0,0,0,-1,95.246.157.62,Schneider Electric,PLC:TM221CE40T,Schneider,10
192.168.158.111,158.133.69.209,1,1,5,4,223,173,40,52,44.6,5.64,40,49,43.25,3.7,0,1.23,0.516,0.447,0.353,0.877,0.533,0.243,1,0,0,0,0,0,0.876877,158.133.69.209,Rockwell Automation/Allen-Bradley,PLC:90,Rockwell,8
192.168.158.111,104.147.235.122,1,1,2,0,104,0,52,52,52,0,0,0,0,0,1.013,1.013,1.013,0,0,0,0,0,0,0,0,0,0,0,-1,104.147.235.122,Schneider Electric,PLC:TM221CE24R,Schneider,10
192.168.158.111,140.25.161.239,1,1,2,0,104,0,52,52,52,0,0,0,0,0,1.002,1.002,1.002,0,0,0,0,0,0,0,0,0,0,0,-1,140.25.161.239,Ulusoy Elektrik,RTU:UE-RTU32,Eaton,4
192.168.158.111,93.171.48.148,1,1,2,0,104,0,52,52,52,0,0,0,0,0,1.009,1.009,1.009,0,0,0,0,0,0,0,0,0,0,0,-1,93.171.48.148,Schneider Electric,Communication Module:BMX NOE 0100,Schneider,10
192.168.158.111,4.56.123.14,1,1,5,5,235,217,40,52,47,5.73,40,49,43.4,4.18,0,1.009,0.443,0.39,0.137,0.562,0.322,0.17,1,0,0,0,0,0,0,4.56.123.14,Rockwell Automation/Allen-Bradley,PLC:141,Rockwell,8
192.168.158.111,214.80.189.23,1,1,2,0,104,0,52,52,52,0,0,0,0,0,1.009,1.009,1.009,0,0,0,0,0,0,0,0,0,0,0,-1,214.80.189.23,AB Regin,:,Regin,7
192.168.158.111,158.136.209.55,1,1,5,4,223,492,40,52,44.6,5.64,40,368,123,141.46,0,0.32,0.229,0.132,0,0.318,0.207,0.146,1,0,0,0,0,0,0,158.136.209.55,ABB Stotz Kontakt,:,ABB,0
192.168.158.111,193.140.188.34,2,2,4,0,208,0,52,52,52,0,0,0,0,0,1.005,17.362,6.459,7.709,0,0,0,0,0,0,0,0,0,0,-1,193.140.188.34,Schneider Electric,PLC:BMX P34 2020,Schneider,10
192.168.158.111,1.41.89.209,1,1,2,0,104,0,52,52,52,0,0,0,0,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,-1,1.41.89.209,Schneider Electric,PLC:TM221CE24R,Schneider,10
192.168.158.111,82.3.220.229,1,1,5,4,223,492,40,52,44.6,5.64,40,368,123,141.46,0,0.397,0.291,0.168,0.001,0.397,0.26,0.183,1,0,0,0,0,0,0,82.3.220.229,ABB Stotz Kontakt,:,ABB,0
192.168.158.111,16.229.45.130,1,1,2,0,104,0,52,52,52,0,0,0,0,0,1.014,1.014,1.014,0,0,0,0,0,0,0,0,0,0,0,-1,16.229.45.130,Schneider Electric,Communication Module:BMX NOE 0100,Schneider,10
192.168.158.111,94.27.207.126,1,1,4,3,183,148,40,52,45.75,5.76,40,64,49.33,10.5,0,0.323,0.215,0.152,0.322,0.322,0.322,0,1,0,0,0,0,0,0,94.27.207.126,AB Regin,:,Regin,7
